"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"Gruppe_Allgemein";"COMM1_Sch_IG";"COMM2_Sch_IG";"COMM3_Sch_IG";"COMM4_Sch_IG";"COMM5_Sch_IG";"COMM6_Sch_IG";"COMM7_Sch_IG";"OE2_Sch_IG";"CSE2_Sch_IG";"Int_Sch_IG";"PL_Sch_IG";"VUEIC1_Sch_IG";"VUEIC2_Sch_IG";"Alter_Sch_IG";"Ausbildung_Sch_IG";"Familie_Sch_IG";"HBJUB";"TK";"GH";"FB";"TW";"Insta";"NG";"SV";"IA";"ZA";"Google";"Sonstiges";"Sonstiges_Text";"UserCode_1_Sch_IG";"UserCode_2_Sch_IG";"UserCode_3_Sch_IG";"UserCode_4_Sch_IG";"COMM1_Ang_IG";"COMM2_Ang_IG";"COMM3_Ang_IG";"COMM4_Ang_IG";"COMM5_Ang_IG";"COMM6_Ang_IG";"COMM7_Ang_IG";"OE2_Ang_IG";"CSE2_Ang_IG";"Int_Ang_IG";"PL_Ang_IG";"VUE1_Ang_IG";"VUE2_Ang_IG";"Alter_Ang_IG";"Ausbildung_Ang_IG";"Familie_Ang_IG";"HBJUB_Ang_IG";"TK_Ang_IG";"GH_Ang_IG";"FB_Ang_IG";"TW_Ang_IG";"Insta_Ang_IG";"NG_Ang_IG";"SV_Ang_IG";"IA_Ang_IG";"ZA_Ang_IG";"Google_Ang_IG";"Sonstiges_Ang_IG";"Sonstiges_Text_Ang_IG";"Code_ang_IG1";"Code_ang_IG2";"Code_ang_IG3";"Code_ang_IG_ges";"COMM1_MA_IG";"COMM2_MA_IG";"COMM3_MA_IG";"COMM4_MA_IG";"COMM5_MA_IG";"OE2_MA_IG";"SE_MA_IG";"Int_MA_IG";"PL_MA_IG";"Zufr1_MA_IG";"Zufr2_MA_IG";"Zufr3_MA_IG";"Geschlecht_MA_IG";"Alter_MA_IG";"Ausbildung_MA_IG";"Familie_MA_IG";"HBJUB_MA_IG";"TK_MA_IG";"GH_MA_IG";"FB_MA_IG";"TW_MA_IG";"Insta_MA_IG";"NG_MA_IG";"SV_MA_IG";"IA_MA_IG";"ZA_MA_IG";"Google_MA_IG";"Sonstiges_MA_IG";"Sonstiges_Text_MA_IG";"UserCode_1_MA_IG";"UserCode_2_MA_IG";"UserCode_3_MA_IG";"UserCode_4_MA_IG";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"tic"
"62";"0";"0";"22";"7283861";"-77";"102";"-66";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"3";"3";"3";"4";"4";"6";"5";"6";"5";"6";"5";"5";"1";"52";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Konkrete suche";"He";"Di";"24";"HeDi24";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283846,7283856,7283859,7283860,7283861";"1";"0";"0";"-77";"-77";"06459ce8a5ac4b76332397fe66b88acf";"1";"0";"1675930229";"2023-02-09 08:10:29";"2023-02-09 08:13:22";"0000-00-00 00:00:00";"37f50e91126425c6507c1428ee9c5f8e"
"63";"0";"0";"22";"7283841";"-77";"196";"-66";"1";"4";"4";"5";"6";"5";"3";"4";"5";"5";"4";"3";"5";"3";"31";"4";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"Ly";"He";"4";"LyHe04";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Android 9; Mobile; rv:109.0) Gecko/109.0 Firefox/109.0";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"1";"0";"0";"-77";"-77";"8eb75e4140b34a449e6ffe15315c9a9f";"1";"0";"1675931874";"2023-02-09 08:37:54";"2023-02-09 08:41:53";"0000-00-00 00:00:00";"790231ef25b1f901ee7393a5e2ca83b2"
"67";"0";"0";"22";"7283841";"-77";"186";"-66";"1";"4";"3";"5";"5";"3";"5";"3";"5";"3";"4";"3";"2";"1";"33";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-99";"An";"Ha";"3";"AnHa03";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 10; ELE-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283840,7283840,7283841";"1";"0";"0";"-77";"-77";"105bbffeb0fb6f9580bdf5b674881521";"1";"0";"1675959875";"2023-02-09 16:24:35";"2023-02-09 16:28:17";"0000-00-00 00:00:00";"fd75ec05645c175f8fc98778ac6605a3"
"69";"0";"0";"22";"7283841";"-77";"211";"-66";"1";"1";"4";"5";"5";"4";"5";"5";"5";"3";"5";"4";"2";"1";"34";"4";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"An";"Jü";"16";"AnJü16";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"0";"0";"0";"-77";"-77";"0c8f4af228ad8dd1821b6320e37c8e9d";"1";"0";"1675971962";"2023-02-09 19:46:02";"2023-02-09 19:50:32";"0000-00-00 00:00:00";"ceb340f57c35066687ef285eb9a16787"
"70";"0";"0";"22";"7283835";"-77";"0";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835";"0";"0";"0";"-77";"-77";"a9a3b344b3f07dd296227189d014d44e";"1";"0";"1675972805";"2023-02-09 20:00:05";"2023-02-09 20:00:27";"0000-00-00 00:00:00";"-66"
"72";"0";"0";"22";"7283841";"-77";"136";"-66";"1";"4";"4";"4";"5";"4";"5";"4";"5";"4";"5";"5";"2";"2";"30";"3";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"Co";"Ch";"24";"CoCh24";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 13; SM-G780G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"1";"0";"0";"-77";"-77";"4a23219eaabb93f311890b3fd7571145";"1";"0";"1676009286";"2023-02-10 06:08:06";"2023-02-10 06:11:24";"0000-00-00 00:00:00";"c3d2563d631ce905da368d32bf68127b"
"75";"0";"0";"22";"7283850";"-77";"286533";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283846,7283849,7283850";"0";"1";"0";"-77";"-77";"f0fd7c4c7c2ba8222eeefe432258457b";"1";"0";"1676012739";"2023-02-10 07:05:39";"2023-02-13 14:41:47";"0000-00-00 00:00:00";"-66"
"76";"0";"0";"22";"7283841";"-77";"5839";"-66";"1";"3";"5";"5";"5";"4";"4";"5";"5";"5";"5";"4";"1";"2";"30";"4";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"RE";"GE";"28";"REGE28";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.78";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"1";"0";"0";"-77";"-77";"47e8b92480095f2583f0195ee3a0a26c";"1";"0";"1676017901";"2023-02-10 08:31:41";"2023-02-10 10:09:37";"0000-00-00 00:00:00";"f7828cf7958cebfa0e932bff7e151165"
"78";"0";"0";"22";"7283841";"-77";"103";"-66";"1";"4";"4";"3";"2";"6";"3";"6";"6";"2";"3";"2";"3";"6";"32";"2";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"Ag";"An";"7";"Agan7";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 12; SM-A217F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"0";"1";"0";"-77";"-77";"eabb46745c511bb2dabf12ae0d38330f";"1";"0";"1676096638";"2023-02-11 06:23:58";"2023-02-11 06:26:24";"0000-00-00 00:00:00";"70593fbbb70346c078055477a8ed1175"
"83";"0";"0";"22";"7283841";"-77";"535";"-66";"1";"2";"6";"4";"4";"3";"4";"3";"5";"3";"4";"3";"2";"2";"30";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-99";"In";"Ro";"9";"InRo09";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 13; SM-G780G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"1";"0";"0";"-77";"-77";"3f9fb94abfca491989915f83e62b16e6";"1";"0";"1676186051";"2023-02-12 07:14:11";"2023-02-12 07:25:21";"0000-00-00 00:00:00";"87f299958859c7db7c8842c9d9b23de7"
"85";"0";"0";"22";"7283839";"-77";"65";"-66";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 12) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5414.117 Mobile DuckDuckGo/5 Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839";"1";"1";"0";"-77";"-77";"694eee825db3cc7bf7691ac6274c8683";"1";"0";"1676194745";"2023-02-12 09:39:05";"2023-02-12 09:40:16";"0000-00-00 00:00:00";"-66"
"89";"0";"0";"22";"7283839";"-77";"17";"-66";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 13; SM-A536B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839";"1";"1";"0";"-77";"-77";"e98a6cea76fa6001f0f6f25dcb8323b2";"1";"0";"1676197633";"2023-02-12 10:27:13";"2023-02-12 10:27:33";"0000-00-00 00:00:00";"-66"
"92";"0";"0";"22";"7283841";"-77";"148";"-66";"1";"4";"1";"4";"4";"6";"5";"6";"6";"3";"6";"6";"5";"2";"33";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-99";"Si";"De";"13";"Side13";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/250.0.505561494 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"1";"0";"0";"-77";"-77";"e1885328ea35d295f228a5f778b7781e";"1";"0";"1676210841";"2023-02-12 14:07:21";"2023-02-12 14:11:07";"0000-00-00 00:00:00";"55734d7a874375a0de42ca14b1a2a243"
"93";"0";"0";"22";"7283841";"-77";"72";"-66";"1";"6";"4";"4";"4";"5";"4";"5";"4";"3";"4";"4";"5";"4";"33";"4";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"An";"Ma";"28";"AnMa28";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"1";"1";"0";"-77";"-77";"af7713616501850e2ee08b4dae28a438";"1";"0";"1676224444";"2023-02-12 17:54:04";"2023-02-12 17:55:53";"0000-00-00 00:00:00";"ee6d481963ec120818e3ec1ab8723604"
"95";"0";"0";"22";"7283839";"-77";"48";"-66";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839";"1";"0";"0";"-77";"-77";"6426ea842a131ae99bc897be8c4f9c7f";"1";"0";"1676275045";"2023-02-13 07:57:25";"2023-02-13 07:58:23";"0000-00-00 00:00:00";"-66"
"96";"0";"0";"22";"7283841";"-77";"72";"-66";"1";"3";"3";"5";"5";"3";"5";"4";"0";"0";"0";"0";"0";"0";"42";"4";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"I";"B";"1";"I1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"0";"1";"0";"-77";"-77";"4acf1705bfbdfdedac1ed8101eb7945f";"1";"0";"1676278994";"2023-02-13 09:03:14";"2023-02-13 09:05:24";"0000-00-00 00:00:00";"bb92fe500937c309ddb7d2e563dfd865"
"97";"0";"0";"22";"7283841";"-77";"74";"-66";"1";"4";"4";"4";"4";"6";"4";"5";"4";"5";"4";"4";"3";"3";"35";"4";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"Me";"Jo";"20";"MeJo20";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"1";"1";"0";"-77";"-77";"0bcb603d7f5d694b68240431ef0f0aad";"1";"0";"1676287168";"2023-02-13 11:19:28";"2023-02-13 11:21:18";"0000-00-00 00:00:00";"81a242e75bd2dab136192e2b3f7f784b"
"101";"0";"0";"22";"7283841";"-77";"125";"-66";"1";"3";"4";"4";"4";"5";"5";"4";"3";"2";"4";"5";"2";"2";"34";"4";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"It";"Ka";"20";"Itka20";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 10; MAR-LX1A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"0";"0";"0";"-77";"-77";"5a9aeb0211abaf9937b99f69c9e378bf";"1";"0";"1676335816";"2023-02-14 00:50:16";"2023-02-14 00:53:39";"0000-00-00 00:00:00";"59c6c4c397cc87dd20cf634720124ef6"
"102";"0";"0";"22";"7283839";"-77";"34";"-66";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 13; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839";"1";"1";"0";"-77";"-77";"3b7fd83f53af18ee48064b6359a3779a";"1";"0";"1676378815";"2023-02-14 12:46:55";"2023-02-14 12:47:34";"0000-00-00 00:00:00";"-66"
